1 alignments/orthologs0001.fas	OG0000534	Pa_1_90
7166 alignments/orthologs7166.fas	OG0007730	Pa_6_560
7167 alignments/orthologs7167.fas	OG0007731	Pa_6_550
7168 alignments/orthologs7168.fas	OG0007732	Pa_6_540
7169 alignments/orthologs7169.fas	OG0007733	Pa_6_510
7170 alignments/orthologs7170.fas	OG0007734	Pa_6_495
7171 alignments/orthologs7171.fas	OG0007735	Pa_6_490
7172 alignments/orthologs7172.fas	OG0007736	Pa_6_480
7173 alignments/orthologs7173.fas	OG0007737	Pa_6_470
7174 alignments/orthologs7174.fas	OG0007738	Pa_6_460
7175 alignments/orthologs7175.fas	OG0007739	Pa_6_450
7176 alignments/orthologs7176.fas	OG0007740	Pa_6_435
7177 alignments/orthologs7177.fas	OG0007741	Pa_6_420
7178 alignments/orthologs7178.fas	OG0007742	Pa_6_410
7179 alignments/orthologs7179.fas	OG0007743	Pa_6_400
7180 alignments/orthologs7180.fas	OG0007744	Pa_6_390
7181 alignments/orthologs7181.fas	OG0007745	Pa_6_380
7182 alignments/orthologs7182.fas	OG0007746	Pa_6_370
7183 alignments/orthologs7183.fas	OG0007747	Pa_6_360
7184 alignments/orthologs7184.fas	OG0007748	Pa_6_350
7185 alignments/orthologs7185.fas	OG0007749	Pa_6_330
7186 alignments/orthologs7186.fas	OG0007750	Pa_6_320
7187 alignments/orthologs7187.fas	OG0007751	Pa_6_310
7188 alignments/orthologs7188.fas	OG0007752	Pa_6_300
7189 alignments/orthologs7189.fas	OG0007753	Pa_6_290
7190 alignments/orthologs7190.fas	OG0007754	Pa_6_280
7191 alignments/orthologs7191.fas	OG0007755	Pa_6_270
7192 alignments/orthologs7192.fas	OG0007756	Pa_6_260
7193 alignments/orthologs7193.fas	OG0007757	Pa_6_250
7194 alignments/orthologs7194.fas	OG0007758	Pa_6_240
7195 alignments/orthologs7195.fas	OG0007759	Pa_6_220
7196 alignments/orthologs7196.fas	OG0007760	Pa_6_210
7197 alignments/orthologs7197.fas	OG0007761	Pa_6_200
7198 alignments/orthologs7198.fas	OG0007762	Pa_6_190
7199 alignments/orthologs7199.fas	OG0007763	Pa_6_180
7200 alignments/orthologs7200.fas	OG0007764	Pa_6_170
7201 alignments/orthologs7201.fas	OG0007765	Pa_6_160
7202 alignments/orthologs7202.fas	OG0007766	Pa_6_140
7203 alignments/orthologs7203.fas	OG0007767	Pa_6_145
7204 alignments/orthologs7204.fas	OG0007768	Pa_6_130
7205 alignments/orthologs7205.fas	OG0007769	Pa_6_120
7206 alignments/orthologs7206.fas	OG0007770	Pa_6_110
7207 alignments/orthologs7207.fas	OG0007771	Pa_6_90
7208 alignments/orthologs7208.fas	OG0007772	Pa_6_6210
7209 alignments/orthologs7209.fas	OG0007773	Pa_6_6220
7210 alignments/orthologs7210.fas	OG0007774	Pa_6_6230
7211 alignments/orthologs7211.fas	OG0007775	Pa_6_6260
7212 alignments/orthologs7212.fas	OG0007776	Pa_6_6280
7213 alignments/orthologs7213.fas	OG0007777	Pa_6_6285
7214 alignments/orthologs7214.fas	OG0007778	Pa_6_6330
7215 alignments/orthologs7215.fas	OG0007779	Pa_6_6350
7216 alignments/orthologs7216.fas	OG0007780	Pa_6_6380
7217 alignments/orthologs7217.fas	OG0007781	Pa_6_6390
7218 alignments/orthologs7218.fas	OG0007782	Pa_6_6410
7219 alignments/orthologs7219.fas	OG0007783	Pa_6_6420
7220 alignments/orthologs7220.fas	OG0007784	Pa_6_6430
7221 alignments/orthologs7221.fas	OG0007785	Pa_6_6440
7222 alignments/orthologs7222.fas	OG0007786	Pa_6_6450
7223 alignments/orthologs7223.fas	OG0007787	Pa_6_6460
7224 alignments/orthologs7224.fas	OG0007788	Pa_6_6490
7225 alignments/orthologs7225.fas	OG0007789	Pa_6_6500
7226 alignments/orthologs7226.fas	OG0007790	Pa_6_6510
7227 alignments/orthologs7227.fas	OG0007791	Pa_6_6520
7228 alignments/orthologs7228.fas	OG0007792	Pa_6_6530
7229 alignments/orthologs7229.fas	OG0007793	Pa_6_6540
7230 alignments/orthologs7230.fas	OG0007794	Pa_6_6550
7231 alignments/orthologs7231.fas	OG0007795	Pa_6_6560
7232 alignments/orthologs7232.fas	OG0007796	Pa_6_6570
7233 alignments/orthologs7233.fas	OG0007797	Pa_6_6580
7234 alignments/orthologs7234.fas	OG0007798	Pa_6_6590
7235 alignments/orthologs7235.fas	OG0007799	Pa_6_6620
7236 alignments/orthologs7236.fas	OG0007800	Pa_6_6630
7237 alignments/orthologs7237.fas	OG0007801	Pa_6_6640
7238 alignments/orthologs7238.fas	OG0007802	Pa_6_6650
7239 alignments/orthologs7239.fas	OG0007803	Pa_6_6660
7240 alignments/orthologs7240.fas	OG0007804	Pa_6_6670
7241 alignments/orthologs7241.fas	OG0007805	Pa_6_6680
7242 alignments/orthologs7242.fas	OG0007806	Pa_6_6690
7243 alignments/orthologs7243.fas	OG0007807	Pa_6_6700
7244 alignments/orthologs7244.fas	OG0007808	Pa_6_6720
7245 alignments/orthologs7245.fas	OG0007809	Pa_6_6740
7246 alignments/orthologs7246.fas	OG0007810	Pa_6_6745
7247 alignments/orthologs7247.fas	OG0007811	Pa_6_6750
7248 alignments/orthologs7248.fas	OG0007812	Pa_6_6770
7249 alignments/orthologs7249.fas	OG0007813	Pa_6_6790
7250 alignments/orthologs7250.fas	OG0007814	Pa_6_6800
7251 alignments/orthologs7251.fas	OG0007815	Pa_6_6805
7252 alignments/orthologs7252.fas	OG0007816	Pa_6_6810
7253 alignments/orthologs7253.fas	OG0007817	Pa_6_6820
7254 alignments/orthologs7254.fas	OG0007818	Pa_6_6830
7255 alignments/orthologs7255.fas	OG0007819	Pa_6_6845
7256 alignments/orthologs7256.fas	OG0007820	Pa_6_6850
7257 alignments/orthologs7257.fas	OG0007821	Pa_6_6860
7258 alignments/orthologs7258.fas	OG0007822	Pa_6_6870
7259 alignments/orthologs7259.fas	OG0007823	Pa_6_6880
7260 alignments/orthologs7260.fas	OG0007824	Pa_6_6890
7261 alignments/orthologs7261.fas	OG0007825	Pa_6_6900
7262 alignments/orthologs7262.fas	OG0007826	Pa_6_6910
7263 alignments/orthologs7263.fas	OG0007827	Pa_6_6905
7264 alignments/orthologs7264.fas	OG0007828	Pa_6_6915
7265 alignments/orthologs7265.fas	OG0007829	Pa_6_6920
7266 alignments/orthologs7266.fas	OG0007830	Pa_6_6930
7267 alignments/orthologs7267.fas	OG0007831	Pa_6_6935
7268 alignments/orthologs7268.fas	OG0007832	Pa_6_6940
7269 alignments/orthologs7269.fas	OG0007833	Pa_6_6950
7270 alignments/orthologs7270.fas	OG0007834	Pa_6_6990
7271 alignments/orthologs7271.fas	OG0007835	Pa_6_7000
7272 alignments/orthologs7272.fas	OG0007836	Pa_6_7010
7273 alignments/orthologs7273.fas	OG0007837	Pa_6_7020
7274 alignments/orthologs7274.fas	OG0007838	Pa_6_7030
7275 alignments/orthologs7275.fas	OG0007839	Pa_6_7040
7276 alignments/orthologs7276.fas	OG0007840	Pa_6_7050
7277 alignments/orthologs7277.fas	OG0007841	Pa_6_7060
7278 alignments/orthologs7278.fas	OG0007842	Pa_6_7070
7279 alignments/orthologs7279.fas	OG0007843	Pa_6_7080
7280 alignments/orthologs7280.fas	OG0007844	Pa_6_7090
7281 alignments/orthologs7281.fas	OG0007845	Pa_6_7100
7282 alignments/orthologs7282.fas	OG0007846	Pa_6_7110
7283 alignments/orthologs7283.fas	OG0007847	Pa_6_7120
7284 alignments/orthologs7284.fas	OG0007848	Pa_6_7130
7285 alignments/orthologs7285.fas	OG0007849	Pa_6_7140
7286 alignments/orthologs7286.fas	OG0007850	Pa_6_7145
7287 alignments/orthologs7287.fas	OG0007851	Pa_6_7150
7288 alignments/orthologs7288.fas	OG0007852	Pa_6_7160
7289 alignments/orthologs7289.fas	OG0007853	Pa_6_7170
7290 alignments/orthologs7290.fas	OG0007854	Pa_6_7173
7291 alignments/orthologs7291.fas	OG0007855	Pa_6_7190
7292 alignments/orthologs7292.fas	OG0007856	Pa_6_7200
7293 alignments/orthologs7293.fas	OG0007857	Pa_6_7210
7294 alignments/orthologs7294.fas	OG0007858	Pa_6_7220
7295 alignments/orthologs7295.fas	OG0007859	Pa_6_7230
7296 alignments/orthologs7296.fas	OG0007860	Pa_6_7240
7297 alignments/orthologs7297.fas	OG0007861	Pa_6_7250
7298 alignments/orthologs7298.fas	OG0007862	Pa_6_7280
7299 alignments/orthologs7299.fas	OG0007863	Pa_6_7360
7300 alignments/orthologs7300.fas	OG0007864	Pa_6_7370
7301 alignments/orthologs7301.fas	OG0007865	Pa_6_7380
7302 alignments/orthologs7302.fas	OG0007866	Pa_6_7385
7303 alignments/orthologs7303.fas	OG0007867	Pa_6_7390
7304 alignments/orthologs7304.fas	OG0007868	Pa_6_7395
7305 alignments/orthologs7305.fas	OG0007869	Pa_6_7400
7306 alignments/orthologs7306.fas	OG0007870	Pa_6_7530
7307 alignments/orthologs7307.fas	OG0007871	Pa_6_7540
7308 alignments/orthologs7308.fas	OG0007872	Pa_6_7550
7309 alignments/orthologs7309.fas	OG0007873	Pa_6_7555
7310 alignments/orthologs7310.fas	OG0007874	Pa_6_7560
7311 alignments/orthologs7311.fas	OG0007875	Pa_6_7580
7312 alignments/orthologs7312.fas	OG0007876	Pa_6_7585
7313 alignments/orthologs7313.fas	OG0007877	Pa_6_7590
7314 alignments/orthologs7314.fas	OG0007878	Pa_6_7600
7315 alignments/orthologs7315.fas	OG0007879	Pa_6_7610
7316 alignments/orthologs7316.fas	OG0007880	Pa_6_7640
7317 alignments/orthologs7317.fas	OG0007881	Pa_6_7650
7318 alignments/orthologs7318.fas	OG0007882	Pa_6_7700
7319 alignments/orthologs7319.fas	OG0007883	Pa_6_7710
7320 alignments/orthologs7320.fas	OG0007884	Pa_6_7715
7321 alignments/orthologs7321.fas	OG0007885	Pa_6_7720
7322 alignments/orthologs7322.fas	OG0007886	Pa_6_7810
7323 alignments/orthologs7323.fas	OG0007887	Pa_6_7820
7324 alignments/orthologs7324.fas	OG0007888	Pa_6_7830
7325 alignments/orthologs7325.fas	OG0007889	Pa_6_7840
7326 alignments/orthologs7326.fas	OG0007890	Pa_6_7850
7327 alignments/orthologs7327.fas	OG0007891	Pa_6_7860
7328 alignments/orthologs7328.fas	OG0007892	Pa_6_7870
7329 alignments/orthologs7329.fas	OG0007893	Pa_6_7880
7330 alignments/orthologs7330.fas	OG0007894	Pa_6_7890
7331 alignments/orthologs7331.fas	OG0007895	Pa_6_7900
7332 alignments/orthologs7332.fas	OG0007896	Pa_6_7910
7333 alignments/orthologs7333.fas	OG0007897	Pa_6_7920
7334 alignments/orthologs7334.fas	OG0007898	Pa_6_8000
7335 alignments/orthologs7335.fas	OG0007899	Pa_6_8005
7336 alignments/orthologs7336.fas	OG0007900	Pa_6_8020
7337 alignments/orthologs7337.fas	OG0007901	Pa_6_8025
7338 alignments/orthologs7338.fas	OG0007902	Pa_6_8030
7339 alignments/orthologs7339.fas	OG0007903	Pa_6_8040
7340 alignments/orthologs7340.fas	OG0007904	Pa_6_8045
7341 alignments/orthologs7341.fas	OG0007905	Pa_0_150
7342 alignments/orthologs7342.fas	OG0007906	Pa_0_140
7343 alignments/orthologs7343.fas	OG0007907	Pa_0_130
7344 alignments/orthologs7344.fas	OG0007908	Pa_0_120
7345 alignments/orthologs7345.fas	OG0007909	Pa_0_110
7346 alignments/orthologs7346.fas	OG0007910	Pa_0_100
7347 alignments/orthologs7347.fas	OG0007911	Pa_0_90
7348 alignments/orthologs7348.fas	OG0007912	Pa_0_85
7349 alignments/orthologs7349.fas	OG0007913	Pa_0_80
7350 alignments/orthologs7350.fas	OG0007914	Pa_0_70
7351 alignments/orthologs7351.fas	OG0007915	Pa_0_60
7352 alignments/orthologs7352.fas	OG0007916	Pa_0_50
7353 alignments/orthologs7353.fas	OG0007917	Pa_0_40
7354 alignments/orthologs7354.fas	OG0007918	Pa_0_30
7355 alignments/orthologs7355.fas	OG0007919	Pa_0_25
7356 alignments/orthologs7356.fas	OG0007920	Pa_6_8170
7357 alignments/orthologs7357.fas	OG0007921	Pa_6_8180
7358 alignments/orthologs7358.fas	OG0007922	Pa_6_8200
7359 alignments/orthologs7359.fas	OG0007923	Pa_6_8190
7360 alignments/orthologs7360.fas	OG0007924	Pa_6_8210
7361 alignments/orthologs7361.fas	OG0007925	Pa_6_8220
7362 alignments/orthologs7362.fas	OG0007926	Pa_6_8230
7363 alignments/orthologs7363.fas	OG0007927	Pa_6_8240
7364 alignments/orthologs7364.fas	OG0007928	Pa_6_8250
7365 alignments/orthologs7365.fas	OG0007929	Pa_6_8270
7366 alignments/orthologs7366.fas	OG0007930	Pa_3_9930
7367 alignments/orthologs7367.fas	OG0007931	Pa_6_8310
7368 alignments/orthologs7368.fas	OG0007932	Pa_6_8350
7369 alignments/orthologs7369.fas	OG0007933	Pa_6_8360
7370 alignments/orthologs7370.fas	OG0007934	Pa_6_8365
7371 alignments/orthologs7371.fas	OG0007935	Pa_6_8370
7372 alignments/orthologs7372.fas	OG0007936	Pa_6_8390
7373 alignments/orthologs7373.fas	OG0007937	Pa_6_8400
7374 alignments/orthologs7374.fas	OG0007938	Pa_6_8410
7375 alignments/orthologs7375.fas	OG0007939	Pa_6_8420
7376 alignments/orthologs7376.fas	OG0007940	Pa_6_8430
7377 alignments/orthologs7377.fas	OG0007941	Pa_6_8440
7378 alignments/orthologs7378.fas	OG0007942	Pa_6_8450
7379 alignments/orthologs7379.fas	OG0007943	Pa_6_8455
7380 alignments/orthologs7380.fas	OG0007944	Pa_6_8460
7381 alignments/orthologs7381.fas	OG0007945	Pa_6_8470
7382 alignments/orthologs7382.fas	OG0007946	Pa_6_8480
7383 alignments/orthologs7383.fas	OG0007947	Pa_6_8490
7384 alignments/orthologs7384.fas	OG0007948	Pa_6_8500
7385 alignments/orthologs7385.fas	OG0007949	Pa_6_8510
7386 alignments/orthologs7386.fas	OG0007950	Pa_6_8520
7387 alignments/orthologs7387.fas	OG0007951	Pa_6_8540
7388 alignments/orthologs7388.fas	OG0007952	Pa_6_8570
7389 alignments/orthologs7389.fas	OG0007953	Pa_6_8580
7390 alignments/orthologs7390.fas	OG0007954	Pa_6_8590
7391 alignments/orthologs7391.fas	OG0007955	Pa_6_8620
7392 alignments/orthologs7392.fas	OG0007956	Pa_6_8640
7393 alignments/orthologs7393.fas	OG0007957	Pa_6_8650
7394 alignments/orthologs7394.fas	OG0007958	Pa_6_8660
7395 alignments/orthologs7395.fas	OG0007959	Pa_6_8680
7396 alignments/orthologs7396.fas	OG0007960	Pa_6_8690
7397 alignments/orthologs7397.fas	OG0007961	Pa_6_8700
7398 alignments/orthologs7398.fas	OG0007962	Pa_6_8710
7399 alignments/orthologs7399.fas	OG0007963	Pa_6_8720
7400 alignments/orthologs7400.fas	OG0007964	Pa_6_8730
7401 alignments/orthologs7401.fas	OG0007965	Pa_6_8740
7402 alignments/orthologs7402.fas	OG0007966	Pa_6_8750
7403 alignments/orthologs7403.fas	OG0007967	Pa_6_8760
7404 alignments/orthologs7404.fas	OG0007968	Pa_6_8770
7405 alignments/orthologs7405.fas	OG0007969	Pa_6_8775
7406 alignments/orthologs7406.fas	OG0007970	Pa_6_8780
7407 alignments/orthologs7407.fas	OG0007971	Pa_6_8800
7408 alignments/orthologs7408.fas	OG0007972	Pa_6_8820
7409 alignments/orthologs7409.fas	OG0007973	Pa_6_8821
7410 alignments/orthologs7410.fas	OG0007974	Pa_6_8825
7411 alignments/orthologs7411.fas	OG0007975	Pa_6_8830
7412 alignments/orthologs7412.fas	OG0007976	Pa_6_8930
7413 alignments/orthologs7413.fas	OG0007977	Pa_6_8940
7414 alignments/orthologs7414.fas	OG0007978	Pa_6_8950
7415 alignments/orthologs7415.fas	OG0007979	Pa_6_8960
7416 alignments/orthologs7416.fas	OG0007980	Pa_6_8965
7417 alignments/orthologs7417.fas	OG0007981	Pa_6_8970
7418 alignments/orthologs7418.fas	OG0007982	Pa_6_8980
7419 alignments/orthologs7419.fas	OG0007983	Pa_6_8990
7420 alignments/orthologs7420.fas	OG0007984	Pa_6_9000
7421 alignments/orthologs7421.fas	OG0007985	Pa_6_9020
7422 alignments/orthologs7422.fas	OG0007986	Pa_6_9010
7423 alignments/orthologs7423.fas	OG0007987	Pa_6_9030
7424 alignments/orthologs7424.fas	OG0007988	Pa_6_9040
7425 alignments/orthologs7425.fas	OG0007989	Pa_6_9045
7426 alignments/orthologs7426.fas	OG0007990	Pa_6_9050
7427 alignments/orthologs7427.fas	OG0007991	Pa_6_9060
7428 alignments/orthologs7428.fas	OG0007992	Pa_6_9070
7429 alignments/orthologs7429.fas	OG0007993	Pa_6_9080
7430 alignments/orthologs7430.fas	OG0007994	Pa_6_9090
7431 alignments/orthologs7431.fas	OG0007995	Pa_6_9100
7432 alignments/orthologs7432.fas	OG0007996	Pa_6_9110
7433 alignments/orthologs7433.fas	OG0007997	Pa_6_9120
7434 alignments/orthologs7434.fas	OG0007998	Pa_6_9130
7435 alignments/orthologs7435.fas	OG0007999	Pa_6_9140
7436 alignments/orthologs7436.fas	OG0008000	Pa_6_9150
7437 alignments/orthologs7437.fas	OG0008001	Pa_6_9160
7438 alignments/orthologs7438.fas	OG0008002	Pa_6_9180
7439 alignments/orthologs7439.fas	OG0008003	Pa_6_9190
7440 alignments/orthologs7440.fas	OG0008004	Pa_6_9200
7441 alignments/orthologs7441.fas	OG0008005	Pa_6_9220
7442 alignments/orthologs7442.fas	OG0008006	Pa_6_9240
7443 alignments/orthologs7443.fas	OG0008007	Pa_6_9250
7444 alignments/orthologs7444.fas	OG0008008	Pa_6_9270
7445 alignments/orthologs7445.fas	OG0008009	Pa_6_9280
7446 alignments/orthologs7446.fas	OG0008010	Pa_6_9290
7447 alignments/orthologs7447.fas	OG0008011	Pa_6_9300
7448 alignments/orthologs7448.fas	OG0008012	Pa_6_9310
7449 alignments/orthologs7449.fas	OG0008013	Pa_6_9320
7450 alignments/orthologs7450.fas	OG0008014	Pa_6_9330
7451 alignments/orthologs7451.fas	OG0008015	Pa_6_9340
7452 alignments/orthologs7452.fas	OG0008016	Pa_6_9350
7453 alignments/orthologs7453.fas	OG0008017	Pa_6_9360
7454 alignments/orthologs7454.fas	OG0008018	Pa_6_9370
7455 alignments/orthologs7455.fas	OG0008019	Pa_6_9380
7456 alignments/orthologs7456.fas	OG0008020	Pa_6_9390
7457 alignments/orthologs7457.fas	OG0008021	Pa_6_9400
7458 alignments/orthologs7458.fas	OG0008022	Pa_6_9410
7459 alignments/orthologs7459.fas	OG0008023	Pa_6_9420
7460 alignments/orthologs7460.fas	OG0008024	Pa_6_9440
7461 alignments/orthologs7461.fas	OG0008025	Pa_6_9460
7462 alignments/orthologs7462.fas	OG0008026	Pa_6_9465
7463 alignments/orthologs7463.fas	OG0008027	Pa_6_9470
7464 alignments/orthologs7464.fas	OG0008028	Pa_6_9480
7465 alignments/orthologs7465.fas	OG0008029	Pa_6_9490
7466 alignments/orthologs7466.fas	OG0008030	Pa_6_9500
7467 alignments/orthologs7467.fas	OG0008031	Pa_6_9530
7468 alignments/orthologs7468.fas	OG0008032	Pa_6_9540
7469 alignments/orthologs7469.fas	OG0008033	Pa_6_9590
7470 alignments/orthologs7470.fas	OG0008034	Pa_6_9630
7471 alignments/orthologs7471.fas	OG0008035	Pa_6_9650
7472 alignments/orthologs7472.fas	OG0008036	Pa_6_9660
7473 alignments/orthologs7473.fas	OG0008037	Pa_6_9695
7474 alignments/orthologs7474.fas	OG0008038	Pa_6_9700
7475 alignments/orthologs7475.fas	OG0008039	Pa_6_9710
7476 alignments/orthologs7476.fas	OG0008040	Pa_6_9720
7477 alignments/orthologs7477.fas	OG0008041	Pa_6_9730
7478 alignments/orthologs7478.fas	OG0008042	Pa_6_9750
7479 alignments/orthologs7479.fas	OG0008043	Pa_6_9770
7480 alignments/orthologs7480.fas	OG0008044	Pa_6_9780
7481 alignments/orthologs7481.fas	OG0008045	Pa_6_9790
7482 alignments/orthologs7482.fas	OG0008046	Pa_6_9793
7483 alignments/orthologs7483.fas	OG0008047	Pa_6_9800
7484 alignments/orthologs7484.fas	OG0008048	Pa_6_9810
7485 alignments/orthologs7485.fas	OG0008049	Pa_6_9820
7486 alignments/orthologs7486.fas	OG0008050	Pa_6_9830
7487 alignments/orthologs7487.fas	OG0008051	Pa_6_9840
7488 alignments/orthologs7488.fas	OG0008052	Pa_6_9850
7489 alignments/orthologs7489.fas	OG0008053	Pa_6_9860
7490 alignments/orthologs7490.fas	OG0008054	Pa_6_9870
7491 alignments/orthologs7491.fas	OG0008055	Pa_6_9880
7492 alignments/orthologs7492.fas	OG0008056	Pa_6_9890
7493 alignments/orthologs7493.fas	OG0008057	Pa_6_9900
7494 alignments/orthologs7494.fas	OG0008058	Pa_6_9940
7495 alignments/orthologs7495.fas	OG0008059	Pa_6_9950
7496 alignments/orthologs7496.fas	OG0008060	Pa_6_9960
7497 alignments/orthologs7497.fas	OG0008061	Pa_6_9965
7498 alignments/orthologs7498.fas	OG0008062	Pa_6_9970
7499 alignments/orthologs7499.fas	OG0008063	Pa_6_9980
7500 alignments/orthologs7500.fas	OG0008064	Pa_6_9990
7501 alignments/orthologs7501.fas	OG0008065	Pa_6_10020
7502 alignments/orthologs7502.fas	OG0008066	Pa_6_10030
7503 alignments/orthologs7503.fas	OG0008067	Pa_6_10040
7504 alignments/orthologs7504.fas	OG0008068	Pa_6_10050
7505 alignments/orthologs7505.fas	OG0008069	Pa_6_10060
7506 alignments/orthologs7506.fas	OG0008070	Pa_6_10070
7507 alignments/orthologs7507.fas	OG0008071	Pa_6_10080
7508 alignments/orthologs7508.fas	OG0008072	Pa_6_10085
7509 alignments/orthologs7509.fas	OG0008073	Pa_6_10120
7510 alignments/orthologs7510.fas	OG0008074	Pa_6_10140
7511 alignments/orthologs7511.fas	OG0008075	Pa_6_10170
7512 alignments/orthologs7512.fas	OG0008076	Pa_6_10180
7513 alignments/orthologs7513.fas	OG0008077	Pa_6_10190
7514 alignments/orthologs7514.fas	OG0008078	Pa_6_10200
7515 alignments/orthologs7515.fas	OG0008079	Pa_6_10220
7516 alignments/orthologs7516.fas	OG0008080	Pa_6_10210
7517 alignments/orthologs7517.fas	OG0008081	Pa_6_10230
7518 alignments/orthologs7518.fas	OG0008082	Pa_6_10240
7519 alignments/orthologs7519.fas	OG0008083	Pa_6_10250
7520 alignments/orthologs7520.fas	OG0008084	Pa_6_10260
7521 alignments/orthologs7521.fas	OG0008085	Pa_6_10270
7522 alignments/orthologs7522.fas	OG0008086	Pa_6_10280
7523 alignments/orthologs7523.fas	OG0008087	Pa_6_10290
7524 alignments/orthologs7524.fas	OG0008088	Pa_6_10310
7525 alignments/orthologs7525.fas	OG0008089	Pa_6_10380
7526 alignments/orthologs7526.fas	OG0008090	Pa_6_10390
7527 alignments/orthologs7527.fas	OG0008091	Pa_6_10400
7528 alignments/orthologs7528.fas	OG0008092	Pa_6_10410
7529 alignments/orthologs7529.fas	OG0008093	Pa_6_10420
7530 alignments/orthologs7530.fas	OG0008094	Pa_6_10430
7531 alignments/orthologs7531.fas	OG0008095	Pa_6_10440
7532 alignments/orthologs7532.fas	OG0008096	Pa_6_10445
7533 alignments/orthologs7533.fas	OG0008097	Pa_6_10450
7534 alignments/orthologs7534.fas	OG0008098	Pa_6_10460
7535 alignments/orthologs7535.fas	OG0008099	Pa_6_10470
7536 alignments/orthologs7536.fas	OG0008100	Pa_6_10490
7537 alignments/orthologs7537.fas	OG0008101	Pa_6_10510
7538 alignments/orthologs7538.fas	OG0008102	Pa_6_10530
7539 alignments/orthologs7539.fas	OG0008103	Pa_6_10540
7540 alignments/orthologs7540.fas	OG0008104	Pa_6_10550
7541 alignments/orthologs7541.fas	OG0008105	Pa_6_10560
7542 alignments/orthologs7542.fas	OG0008106	Pa_6_10570
7543 alignments/orthologs7543.fas	OG0008107	Pa_6_10580
7544 alignments/orthologs7544.fas	OG0008108	Pa_6_10590
7545 alignments/orthologs7545.fas	OG0008109	Pa_6_10600
7546 alignments/orthologs7546.fas	OG0008110	Pa_6_10610
7547 alignments/orthologs7547.fas	OG0008111	Pa_6_10620
7548 alignments/orthologs7548.fas	OG0008112	Pa_6_10630
7549 alignments/orthologs7549.fas	OG0008113	Pa_6_10670
7550 alignments/orthologs7550.fas	OG0008114	Pa_6_10720
7551 alignments/orthologs7551.fas	OG0008115	Pa_6_10730
7552 alignments/orthologs7552.fas	OG0008116	Pa_6_10740
7553 alignments/orthologs7553.fas	OG0008117	Pa_6_10750
7554 alignments/orthologs7554.fas	OG0008118	Pa_6_10760
7555 alignments/orthologs7555.fas	OG0008119	Pa_6_10770
7556 alignments/orthologs7556.fas	OG0008120	Pa_6_10780
7557 alignments/orthologs7557.fas	OG0008121	Pa_6_10790
7558 alignments/orthologs7558.fas	OG0008122	Pa_6_10800
7559 alignments/orthologs7559.fas	OG0008123	Pa_6_10810
7560 alignments/orthologs7560.fas	OG0008124	Pa_6_10820
7561 alignments/orthologs7561.fas	OG0008125	Pa_6_10830
7562 alignments/orthologs7562.fas	OG0008126	Pa_6_10840
7563 alignments/orthologs7563.fas	OG0008127	Pa_6_10845
7564 alignments/orthologs7564.fas	OG0008128	Pa_6_10860
7565 alignments/orthologs7565.fas	OG0008129	Pa_6_10870
7566 alignments/orthologs7566.fas	OG0008130	Pa_6_10880
7567 alignments/orthologs7567.fas	OG0008131	Pa_6_10890
7568 alignments/orthologs7568.fas	OG0008132	Pa_6_10910
7569 alignments/orthologs7569.fas	OG0008133	Pa_6_10920
7570 alignments/orthologs7570.fas	OG0008134	Pa_6_10940
7571 alignments/orthologs7571.fas	OG0008135	Pa_6_10945
7572 alignments/orthologs7572.fas	OG0008136	Pa_6_10950
7573 alignments/orthologs7573.fas	OG0008137	Pa_6_10970
7574 alignments/orthologs7574.fas	OG0008138	Pa_6_10980
7575 alignments/orthologs7575.fas	OG0008139	Pa_6_10990
7576 alignments/orthologs7576.fas	OG0008140	Pa_6_11000
7577 alignments/orthologs7577.fas	OG0008141	Pa_6_11010
7578 alignments/orthologs7578.fas	OG0008142	Pa_6_11025
7579 alignments/orthologs7579.fas	OG0008143	Pa_6_11030
7580 alignments/orthologs7580.fas	OG0008144	Pa_6_11040
7581 alignments/orthologs7581.fas	OG0008145	Pa_6_11050
7582 alignments/orthologs7582.fas	OG0008146	Pa_6_11070
7583 alignments/orthologs7583.fas	OG0008147	Pa_6_11080
7584 alignments/orthologs7584.fas	OG0008148	Pa_6_11090
7585 alignments/orthologs7585.fas	OG0008149	Pa_6_11100
7586 alignments/orthologs7586.fas	OG0008150	Pa_6_11130
7587 alignments/orthologs7587.fas	OG0008151	Pa_6_11150
7588 alignments/orthologs7588.fas	OG0008152	Pa_6_11160
7589 alignments/orthologs7589.fas	OG0008153	Pa_6_11180
7590 alignments/orthologs7590.fas	OG0008154	Pa_7_5020
7591 alignments/orthologs7591.fas	OG0008155	Pa_7_5010
7592 alignments/orthologs7592.fas	OG0008156	Pa_7_4990
7593 alignments/orthologs7593.fas	OG0008157	Pa_7_4980
7594 alignments/orthologs7594.fas	OG0008158	Pa_7_4965
7595 alignments/orthologs7595.fas	OG0008159	Pa_7_4960
7596 alignments/orthologs7596.fas	OG0008160	Pa_7_4950
7597 alignments/orthologs7597.fas	OG0008161	Pa_7_4940
7598 alignments/orthologs7598.fas	OG0008162	Pa_7_4930
7599 alignments/orthologs7599.fas	OG0008163	Pa_7_4920
7600 alignments/orthologs7600.fas	OG0008164	Pa_7_4910
7601 alignments/orthologs7601.fas	OG0008165	Pa_7_4900
7602 alignments/orthologs7602.fas	OG0008166	Pa_7_4885
7603 alignments/orthologs7603.fas	OG0008167	Pa_7_4880
